ID;Age;Exp;RMM;F;DM;Educ;CEL;PP
2657;40;15;144;1;4100;1;Non;Non
2658;31;6;72;1;2600;2;Non;Non
2659;30;4;44;1;1500;1;Non;Non
2660;60;35;43;3;900;3;Non;Non
2661;39;14;74;1;100;2;Non;Non
2662;66;41;145;1;2500;1;Non;Non
2663;65;41;158;2;2100;1;Non;Non
2664;54;28;78;4;4900;1;Non;Non
2665;54;29;154;1;2400;2;Non;Oui
2666;35;9;105;2;4500;3;Non;Non
2667;32;7;100;3;600;2;Non;Non
2669;60;35;113;1;900;1;Non;Non
2670;43;18;10;2;100;2;Non;Non
2671;59;33;142;2;2700;1;Non;Non
2672;62;37;128;1;2500;1;Non;Non
2673;30;5;131;3;500;3;Non;Oui
2674;54;30;88;4;1000;2;Non;Non
2675;30;6;101;2;600;1;Non;Non
2676;31;1;70;2;1750;3;Oui;Non
2677;44;20;122;1;300;1;Non;Non
2678;32;8;70;3;1500;1;Non;Non
2679;63;38;148;2;4300;3;Non;Oui
2680;57;32;43;2;2100;3;Non;Non
2681;60;30;31;1;1500;3;Non;Non
2682;37;11;35;2;800;3;Non;Non
2683;53;27;81;4;2600;3;Non;Non
2684;51;25;19;1;1400;3;Non;Non
2685;30;5;98;4;1800;3;Oui;Non
2686;28;2;101;4;2100;3;Non;Non
2687;50;24;81;2;400;3;Non;Non
2688;52;27;135;1;600;1;Non;Non
2689;56;30;34;2;700;2;Non;Non
2690;40;16;104;1;3400;1;Non;Non
2691;64;38;29;3;700;2;Non;Non
2692;61;36;119;2;5400;2;Non;Oui
2693;46;20;82;2;1700;2;Non;Non
2694;55;29;62;1;200;1;Non;Non
2695;45;19;85;3;2100;1;Non;Non
2696;40;15;8;2;100;2;Non;Non
2697;63;37;78;4;1700;3;Non;Non
2698;57;32;44;3;500;2;Non;Non
2699;38;14;122;2;8000;1;Non;Non
2700;37;11;22;3;100;2;Non;Non
2701;31;5;39;4;2200;2;Non;Non
2702;50;26;55;1;1600;2;Non;Non
2703;42;18;144;2;6100;1;Non;Non
2704;51;27;71;1;2600;2;Non;Non
2705;38;13;191;2;3000;1;Non;Non
2706;53;26;22;1;500;2;Non;Non
2707;43;17;158;1;2400;1;Non;Non
2708;35;9;131;3;300;3;Oui;Oui
2709;49;24;75;1;2800;2;Non;Non
2710;28;4;69;3;700;2;Non;Non
2711;51;27;39;2;800;1;Non;Non
2712;39;14;34;4;1700;1;Non;Non
2713;31;7;32;1;1700;1;Non;Non
2714;44;18;129;1;5700;1;Non;Non
2715;46;20;158;3;5400;1;Non;Oui
2716;42;18;54;1;1800;1;Non;Non
2717;41;17;34;1;2000;2;Non;Non
2718;23;-2;45;4;600;2;Non;Non
2719;59;33;68;2;2300;3;Non;Non
2720;47;21;53;1;1500;2;Non;Non
2721;48;23;32;1;100;1;Non;Non
2722;58;33;173;2;7200;3;Non;Oui
2723;58;34;31;4;400;1;Non;Non
2724;54;29;72;2;3700;1;Non;Non
2725;49;24;30;4;400;2;Oui;Non
2726;63;38;138;1;2500;1;Non;Non
2727;62;37;18;1;1500;2;Non;Non
2728;45;19;69;1;2800;1;Non;Non
2729;39;13;58;3;2100;1;Non;Non
2730;58;34;63;4;1500;1;Non;Non
2731;56;30;43;2;300;1;Non;Non
2732;29;5;28;1;200;3;Non;Non
2733;33;9;38;1;2100;3;Non;Non
2734;55;29;72;3;300;2;Non;Non
2735;56;31;64;4;900;1;Non;Non
2736;36;12;70;3;2600;2;Non;Non
2737;53;29;12;1;300;1;Non;Non
2738;57;31;159;2;500;1;Non;Non
2739;35;9;103;2;4500;3;Non;Non
2740;43;18;42;1;300;3;Non;Non
2741;54;29;48;2;2100;3;Non;Non
2742;29;3;49;1;1500;1;Non;Non
2743;39;14;89;2;400;1;Non;Non
2744;32;8;22;4;700;2;Non;Non
2745;51;27;10;2;200;1;Non;Non
2746;50;25;38;1;1300;2;Non;Non
2747;54;29;49;2;2100;3;Non;Non
2748;38;12;30;2;1400;3;Non;Non
2749;32;7;82;1;2600;2;Oui;Non
2750;62;37;82;1;800;3;Non;Non
2751;57;33;24;1;100;2;Non;Non
2752;47;23;32;4;600;1;Non;Non
2753;51;25;34;3;900;3;Non;Non
2754;54;27;195;2;4750;2;Non;Oui
2755;26;1;61;4;2200;1;Non;Non
2756;37;11;22;3;100;2;Non;Non
2757;27;0;40;4;1000;3;Non;Non
2758;63;38;50;2;2800;1;Non;Non
2759;62;36;35;2;700;3;Non;Non
2760;59;33;64;3;300;2;Non;Non
2761;32;7;49;3;2300;1;Non;Non
2762;35;8;44;4;1000;2;Non;Non
2763;56;31;65;2;3700;1;Non;Non
2764;55;31;13;4;700;1;Non;Non
2765;31;5;84;1;2900;3;Non;Non
2766;54;29;28;4;200;2;Non;Non
2767;58;32;108;3;4400;1;Non;Non
2769;48;22;163;1;2400;1;Non;Non
2770;33;9;183;2;8800;3;Non;Oui
2771;36;6;69;4;4000;3;Non;Non
2772;41;16;115;1;7000;1;Non;Non
2773;55;31;130;4;6500;1;Non;Oui
2774;63;37;185;2;7900;2;Non;Oui
2775;53;29;118;2;300;1;Non;Non
2776;38;13;163;1;4100;1;Non;Non
2777;46;20;140;2;6300;1;Non;Non
2778;59;33;91;2;700;2;Non;Non
2779;56;31;61;4;1300;3;Non;Non
2780;59;35;168;4;4100;2;Non;Oui
2781;39;13;69;3;900;2;Non;Non
2782;47;21;22;1;200;1;Non;Non
2783;47;22;53;1;300;1;Non;Non
2784;53;26;25;2;1000;2;Oui;Non
2785;36;9;115;4;2200;2;Non;Oui
2786;34;9;31;4;1100;3;Oui;Non
2787;36;10;83;1;2800;3;Non;Non
2788;60;34;152;2;6900;1;Non;Non
2789;45;20;30;1;100;1;Non;Non
2790;27;3;34;1;200;3;Non;Non
2791;47;22;44;1;1400;3;Non;Non
2792;44;20;182;2;7600;1;Non;Non
2793;54;30;44;3;1500;1;Non;Non
2794;57;33;122;2;6000;1;Oui;Non
2795;52;26;35;4;1800;1;Non;Non
2796;51;25;91;1;800;3;Non;Non
2797;57;32;30;2;2000;2;Non;Non
2798;65;39;53;1;2500;3;Non;Non
2799;58;33;28;1;300;3;Non;Non
2800;64;39;85;4;3400;2;Non;Non
2801;52;26;28;2;700;2;Non;Non
2802;58;34;41;4;400;1;Non;Non
2803;52;22;154;1;5000;3;Oui;Oui
2804;43;18;41;1;300;3;Non;Non
2805;56;32;33;3;1500;1;Non;Non
2806;37;12;182;3;5800;3;Non;Oui
2807;53;27;59;2;800;3;Non;Non
2808;27;2;129;2;3300;1;Non;Non
2809;53;27;35;3;900;3;Non;Non
2810;42;16;185;3;2200;2;Oui;Oui
2811;58;34;45;4;1300;2;Non;Non
2812;36;12;62;4;100;2;Non;Non
2813;53;28;183;3;8200;3;Oui;Oui
2814;48;22;14;2;100;3;Non;Non
2815;54;28;53;1;2200;3;Non;Non
2816;26;1;48;3;2600;3;Non;Non
2817;50;26;128;2;400;1;Non;Non
2818;31;7;105;1;4000;1;Non;Non
2819;35;9;40;3;900;1;Non;Non
2820;63;37;10;2;400;1;Non;Non
2821;29;4;102;2;3300;1;Non;Non
2822;57;32;31;3;100;2;Non;Non
2823;30;5;30;4;800;1;Non;Non
2824;33;7;21;1;600;3;Non;Non
2825;62;36;44;2;300;1;Non;Non
2826;35;10;48;1;2500;3;Non;Non
2827;37;11;21;3;200;2;Non;Non
2828;37;11;84;4;2200;2;Non;Non
2829;35;10;64;3;700;2;Non;Non
2830;35;9;82;1;2500;1;Non;Non
2831;59;35;39;4;1300;1;Non;Non
2832;53;27;45;2;800;3;Non;Non
2833;45;21;133;4;5700;3;Oui;Oui
2834;46;22;152;2;1400;1;Non;Non
2835;40;16;12;1;1000;1;Non;Non
2836;42;16;32;3;1500;1;Non;Non
2837;25;1;74;4;2600;1;Non;Non
2838;39;14;54;2;1100;2;Non;Non
2839;30;6;181;3;4100;2;Oui;Oui
2841;41;15;95;3;100;1;Non;Non
2842;37;11;190;4;7300;2;Oui;Oui
2843;36;11;90;1;2800;1;Non;Non
2844;27;3;20;4;1000;1;Non;Non
2845;60;34;64;3;2200;3;Non;Non
2846;62;36;85;2;1700;3;Non;Non
2847;67;43;105;4;1700;2;Non;Non
2848;44;18;21;1;200;1;Non;Non
2849;24;-1;78;2;1800;2;Non;Non
2850;45;21;158;2;6670;1;Non;Non
2851;58;34;125;1;4300;1;Non;Non
2852;61;36;81;3;1800;2;Non;Non
2853;54;29;183;1;8100;1;Non;Non
2854;28;3;54;4;600;2;Non;Non
2855;49;24;79;4;3600;3;Non;Non
2856;35;11;38;1;1500;2;Non;Non
2857;36;10;172;4;1000;2;Non;Oui
2858;34;8;184;3;7500;1;Non;Oui
2859;36;11;158;2;7800;1;Non;Non
2860;35;11;188;1;900;3;Non;Oui
2861;27;2;20;4;500;3;Non;Non
2862;42;18;60;4;200;3;Non;Non
2863;65;39;113;4;2400;3;Non;Non
2866;59;33;23;2;200;3;Non;Non
2867;46;22;141;2;3300;1;Oui;Non
2868;59;33;110;3;4400;1;Non;Non
2869;52;26;31;4;1800;1;Non;Non
2870;60;35;22;1;1300;1;Non;Non
2871;43;17;91;1;5200;1;Non;Non
2872;65;39;82;4;2400;3;Non;Non
2873;50;26;23;1;300;1;Non;Non
2874;48;23;35;1;100;1;Non;Non
2875;49;25;114;1;2500;3;Non;Oui
2876;58;33;18;3;100;2;Non;Non
2877;24;-2;80;2;1600;3;Non;Non
2878;58;32;74;2;2300;3;Non;Non
2879;45;19;122;4;4100;2;Non;Oui
2880;42;15;73;3;2330;2;Non;Non
2881;64;40;40;2;1100;1;Non;Non
2882;49;25;55;4;100;3;Non;Non
2883;55;31;69;1;2700;2;Non;Non
2884;40;14;92;4;1400;2;Non;Non
2885;28;2;48;4;2100;3;Non;Non
2886;57;31;113;4;600;3;Non;Oui
2887;50;25;58;1;1300;2;Non;Non
2888;40;16;109;2;2200;1;Non;Non
2889;55;28;39;3;1000;2;Non;Non
2890;53;29;33;3;1900;2;Non;Non
2891;48;24;18;4;200;1;Non;Non
2892;59;33;63;1;1600;1;Non;Non
2893;58;32;43;1;2800;2;Non;Non
2894;38;14;70;4;2000;3;Non;Non
2895;49;25;19;1;900;3;Non;Non
2896;60;36;39;4;1300;2;Non;Non
2897;54;28;81;3;800;1;Non;Non
2898;28;2;34;4;1300;3;Non;Non
2899;27;1;140;1;5900;2;Oui;Oui
2900;42;18;114;1;300;1;Non;Non
2901;52;28;55;2;3200;3;Non;Non
2902;54;30;21;1;100;2;Non;Non
2903;56;30;50;4;2800;2;Non;Non
2904;58;34;41;3;1500;1;Non;Non
2905;56;32;190;3;2200;1;Oui;Oui
2906;64;40;8;2;300;3;Non;Non
2907;35;8;55;2;1670;2;Non;Non
2908;45;20;40;2;1300;1;Non;Non
2909;57;32;22;3;100;2;Non;Non
2910;35;8;44;2;1670;2;Non;Non
2911;46;22;102;3;4500;3;Non;Oui
2912;30;4;54;4;1800;3;Non;Non
2913;44;20;130;4;3200;2;Non;Oui
2914;39;12;75;3;2330;2;Non;Non
2915;42;18;42;2;1700;1;Non;Non
2916;34;9;133;1;3800;1;Non;Non
2917;46;20;40;1;1200;2;Non;Non
2918;55;31;34;3;1500;1;Non;Non
2919;28;3;142;1;800;1;Non;Non
2920;35;10;64;3;2300;1;Oui;Non
2921;60;35;44;2;1600;3;Non;Non
2922;50;24;95;1;300;1;Non;Non
2923;52;26;49;1;1400;3;Non;Non
2924;51;27;12;2;200;1;Non;Non
2925;51;26;98;1;1300;3;Non;Non
2926;59;35;42;4;400;1;Non;Non
2927;53;28;44;2;600;3;Non;Non
2928;43;17;124;1;5200;1;Non;Non
2929;31;6;175;2;6700;1;Non;Non
2930;32;6;22;4;300;1;Non;Non
2931;41;17;78;4;2670;1;Non;Non
2932;31;4;54;2;1000;2;Non;Non
2933;41;16;154;1;7000;1;Non;Non
2934;47;22;42;3;2700;2;Non;Non
2935;37;13;195;2;6500;1;Non;Non
2936;53;23;80;1;3000;3;Non;Non
2937;49;22;81;3;2000;2;Non;Non
2938;62;36;89;2;2000;1;Non;Non
2939;33;9;61;3;2600;2;Non;Non
2940;54;24;25;4;400;3;Non;Non
2941;27;3;43;3;100;2;Non;Non
2942;60;35;122;1;2600;1;Non;Non
2943;29;5;160;1;4300;1;Non;Non
2944;56;32;83;4;1600;2;Non;Non
2946;45;19;30;3;500;2;Non;Non
2947;33;9;145;1;4300;1;Non;Non
2948;45;21;151;2;3300;1;Non;Non
2949;44;18;14;2;100;3;Non;Non
2950;37;11;19;3;200;2;Non;Non
2951;42;16;55;1;700;3;Non;Non
2952;26;2;132;2;2400;3;Non;Oui
2953;33;8;182;1;8600;1;Non;Non
2954;61;36;78;3;500;1;Non;Non
2955;31;7;42;1;2400;2;Non;Non
2956;54;29;44;2;2300;3;Non;Non
2957;62;38;195;4;5200;3;Oui;Oui
2958;61;36;53;3;500;2;Non;Non
2959;66;41;65;3;2400;1;Non;Non
2960;38;12;43;4;200;1;Non;Non
2961;55;29;38;4;1500;3;Non;Non
2962;60;36;50;1;1800;3;Non;Non
2963;23;-2;81;2;1800;2;Non;Non
2964;29;3;41;1;1900;3;Non;Non
2965;35;10;73;3;2300;1;Non;Non
2966;53;27;31;2;400;3;Non;Non
2967;32;7;84;3;600;2;Non;Non
2968;38;14;95;2;1900;1;Non;Non
2969;44;18;162;4;1300;1;Non;Oui
2970;43;18;60;2;2200;3;Non;Non
2971;54;30;121;2;1100;3;Non;Oui
2972;52;25;43;3;1000;2;Oui;Non
2973;31;7;38;1;1800;2;Oui;Non
2974;47;22;82;1;2900;1;Non;Non
2975;42;18;52;4;1900;1;Non;Non
2976;57;33;43;3;1500;1;Non;Non
2977;33;8;82;1;2600;2;Oui;Non
2978;35;10;161;1;4100;1;Non;Non
2979;56;30;24;2;700;2;Non;Non
2980;57;32;102;1;2600;1;Non;Non
2981;25;-1;53;3;2400;2;Non;Non
2982;53;28;85;1;1200;1;Non;Non
2983;59;33;111;3;4400;1;Non;Non
2984;56;32;90;2;300;1;Non;Non
2985;54;28;94;2;1100;1;Non;Non
2986;48;23;63;4;3600;3;Non;Non
2987;55;30;153;2;2800;2;Oui;Oui
2988;33;7;39;2;2000;3;Non;Non
2989;46;21;205;2;8800;1;Non;Non
2990;42;18;142;1;3400;1;Non;Non
2991;49;25;163;2;400;1;Non;Non
2992;42;17;113;3;1000;1;Non;Non
2993;46;21;64;1;2900;1;Non;Non
2994;65;40;20;3;100;3;Non;Non
2995;50;24;179;1;1000;1;Non;Non
2996;54;24;91;2;4500;3;Non;Non
2997;42;18;103;1;3330;1;Oui;Oui
2998;57;33;80;4;1600;2;Non;Non
2999;61;35;38;2;300;1;Non;Non
3000;60;34;44;1;200;1;Non;Non
3001;40;14;164;1;4300;2;Non;Oui
3002;33;7;81;3;1600;1;Non;Non
3003;37;13;95;2;1700;2;Non;Non
3004;52;28;44;3;1900;2;Non;Non
3005;33;7;88;3;1600;1;Non;Non
3006;62;36;148;3;7000;2;Non;Oui
3007;62;37;169;3;5000;2;Oui;Oui
3008;63;37;11;1;800;2;Non;Non
3009;55;25;92;1;3000;3;Non;Non
3010;33;9;74;3;2600;2;Non;Non
3011;25;1;72;3;800;1;Non;Non
3012;55;31;63;3;2670;1;Non;Non
3013;29;3;172;2;4500;1;Non;Non
3014;45;21;183;2;1400;1;Non;Non
3015;60;34;40;1;2500;3;Non;Non
3016;44;18;68;4;2900;1;Non;Non
3017;48;23;78;4;3600;3;Non;Non
3018;57;32;68;2;3700;1;Non;Non
3019;58;32;49;1;1400;1;Non;Non
3020;58;33;39;2;2300;3;Non;Non
3021;44;20;151;1;3500;1;Non;Non
3022;54;28;159;2;500;1;Non;Non
3023;59;33;89;4;1900;2;Non;Non
3024;63;37;105;4;1700;3;Non;Non
3025;61;35;78;2;2000;1;Non;Non
3026;58;32;128;2;2700;1;Non;Non
3027;44;20;81;4;800;1;Non;Non
3028;53;29;50;4;100;3;Non;Non
3029;63;39;38;3;100;3;Non;Non
3030;41;17;119;2;6100;1;Non;Non
3031;50;26;110;3;1800;2;Non;Non
3032;51;25;29;1;1400;3;Non;Non
3033;47;22;19;1;400;3;Non;Non
3034;43;19;130;2;4700;3;Non;Oui
3035;46;21;38;1;2400;1;Non;Non
3036;50;24;31;1;300;3;Non;Non
3037;33;9;14;4;700;2;Non;Non
3038;27;2;158;3;400;2;Oui;Oui
3039;34;8;39;4;200;1;Non;Non
3040;34;9;141;2;4900;3;Non;Oui
3041;28;2;33;3;1000;1;Non;Non
3042;29;5;92;2;600;1;Non;Non
3043;52;26;78;3;3000;2;Non;Non
3044;47;22;42;3;2700;2;Non;Non
3045;41;16;15;2;300;2;Non;Non
3046;58;32;48;1;2800;2;Non;Non
3047;37;12;63;3;2300;1;Non;Non
3048;57;33;149;1;4700;1;Non;Non
3049;63;39;49;1;800;1;Non;Non
3050;60;35;125;2;3900;1;Non;Non
3051;50;25;58;1;1300;2;Non;Non
3052;60;35;48;3;1500;1;Non;Non
3053;54;30;75;2;3200;3;Non;Non
3054;28;4;114;2;200;1;Non;Non
3055;45;21;134;4;5500;2;Oui;Oui
3056;28;2;111;4;2300;3;Non;Non
3057;54;29;62;4;3800;2;Non;Non
3058;42;18;45;1;700;1;Non;Non
3059;30;4;113;2;200;1;Non;Non
3060;61;36;128;1;2600;1;Non;Non
3061;64;38;168;4;5700;3;Non;Oui
3062;38;13;81;1;4000;3;Non;Non
3063;39;14;75;1;100;2;Non;Non
3064;54;29;21;4;100;3;Non;Non
3065;59;33;83;3;4400;1;Non;Non
3066;39;15;121;1;3500;1;Non;Non
3067;63;33;40;4;1670;3;Non;Non
3068;31;5;101;1;2900;3;Non;Non
3069;56;26;90;2;4500;3;Non;Non
3070;47;20;68;1;2670;2;Non;Non
3071;28;3;74;2;1800;2;Non;Non
3072;32;8;74;4;100;2;Non;Non
3073;54;30;51;2;3200;3;Non;Non
3074;29;5;149;1;1500;1;Non;Non
3075;39;15;31;1;1400;3;Non;Non
3076;26;0;85;2;1600;3;Non;Non
3077;29;-1;62;2;1750;3;Non;Non
3078;46;21;44;1;300;1;Non;Non
3079;38;13;63;3;500;3;Oui;Non
3080;55;31;23;2;300;1;Non;Non
3081;48;22;40;3;2200;2;Non;Non
3082;36;10;78;2;4500;3;Non;Non
3083;39;13;40;3;900;3;Non;Non
3084;40;16;78;4;2400;1;Oui;Non
3085;26;0;129;3;700;2;Non;Oui
3086;55;29;71;3;300;2;Non;Non
3087;61;35;23;3;300;3;Non;Non
3088;57;33;15;2;300;1;Non;Non
3089;56;31;28;1;1300;1;Non;Non
3090;31;5;23;3;1000;1;Non;Non
3091;61;31;19;1;1500;3;Non;Non
3092;58;32;42;3;1400;3;Non;Non
3093;43;18;113;2;400;1;Non;Non
3094;29;5;34;4;400;2;Non;Non
3095;50;23;19;1;500;2;Non;Non
3096;49;25;43;1;1600;2;Non;Non
3097;43;18;179;3;1200;1;Oui;Oui
3098;58;32;44;3;2200;3;Non;Non
3099;41;16;21;2;100;2;Non;Non
3100;65;40;115;1;2500;1;Non;Non
3101;52;27;81;4;3800;2;Non;Non
3102;55;31;91;2;2800;1;Non;Non
3103;49;25;30;4;900;2;Non;Non
3104;52;22;55;3;1400;3;Non;Non
3105;56;31;48;2;2100;3;Non;Non
3106;30;4;23;4;300;2;Non;Non
3107;36;10;21;3;100;2;Non;Non
3108;41;17;55;2;1700;1;Non;Non
3109;42;15;21;3;1000;2;Non;Non
3110;60;34;40;3;2200;3;Non;Non
3111;44;20;30;4;300;1;Non;Non
3112;34;9;78;3;600;2;Non;Non
3113;56;32;65;2;3200;3;Non;Non
3114;31;5;50;4;2100;3;Non;Non
3115;29;4;55;4;2000;2;Non;Non
3116;31;5;111;2;200;1;Non;Non
3117;36;10;21;3;100;2;Non;Non
3118;42;16;65;3;500;3;Non;Non
3119;64;39;114;1;800;3;Non;Non
3120;61;36;54;3;900;3;Non;Non
3121;35;11;75;2;1700;2;Non;Non
3122;28;2;13;4;400;1;Non;Non
3123;38;14;54;2;600;3;Non;Non
3124;44;17;22;3;1000;2;Non;Non
3125;45;20;198;2;2800;1;Non;Non
3126;46;20;18;1;200;1;Non;Non
3127;57;32;74;4;700;1;Non;Non
3128;40;14;61;4;200;3;Non;Non
3129;38;12;64;2;1800;1;Non;Non
3130;39;14;10;2;300;2;Non;Non
3131;23;-2;82;2;1800;2;Non;Non
3132;47;22;61;3;2700;2;Non;Non
3133;32;7;83;2;2500;1;Non;Non
3134;30;5;73;3;2600;3;Non;Non
3135;54;30;22;2;400;1;Non;Non
3136;25;0;91;2;1800;2;Non;Non
3137;60;34;65;3;2200;3;Oui;Non
3138;61;36;13;3;500;1;Non;Non
3139;36;11;103;1;4600;1;Non;Non
3140;52;26;95;1;300;1;Non;Non
3141;33;7;31;4;1000;1;Non;Non
3142;57;31;131;3;600;1;Non;Oui
3143;34;8;175;4;1100;3;Oui;Oui
3144;50;24;38;4;100;1;Non;Non
3145;43;18;104;3;1000;1;Non;Non
3146;34;10;114;3;3300;3;Non;Oui
3147;26;1;38;4;1700;2;Non;Non
3148;26;0;30;4;1300;3;Non;Non
3149;48;22;19;2;100;3;Non;Non
3150;49;25;25;4;1000;1;Non;Non
3151;47;22;124;4;5000;3;Non;Oui
3152;43;19;20;3;500;1;Non;Non
3153;40;15;83;1;1000;3;Non;Non
3154;31;5;18;4;300;2;Non;Non
3155;27;1;99;1;3000;3;Non;Oui
3156;55;29;62;3;300;2;Non;Non
3157;54;30;24;1;100;2;Non;Non
3158;23;-1;13;4;1000;1;Non;Non
3159;54;28;64;2;800;3;Non;Non
3160;57;33;62;3;2670;1;Non;Non
3161;41;15;158;1;4700;2;Oui;Oui
3162;28;4;88;1;5400;1;Non;Non
3163;33;7;28;4;800;1;Non;Non
3164;51;27;52;2;1000;3;Non;Non
3166;63;37;140;2;6900;1;Non;Non
3167;29;4;80;1;800;2;Non;Non
3168;62;38;58;4;1200;2;Non;Non
3169;51;25;180;1;1700;1;Non;Non
3170;52;28;55;1;1600;2;Non;Non
3171;43;16;65;3;2670;2;Non;Non
3172;39;12;62;3;2330;2;Non;Non
3173;35;9;23;4;300;1;Non;Non
3174;34;10;35;1;1700;1;Non;Non
3175;49;24;35;4;200;2;Non;Non
3176;43;18;74;4;400;1;Non;Non
3177;48;24;14;3;400;1;Non;Non
3178;30;4;83;2;1500;3;Non;Non
3179;46;21;71;4;1900;3;Non;Non
3180;43;17;53;2;700;1;Non;Non
3181;27;3;103;2;600;1;Non;Non
3182;39;15;109;1;1700;1;Non;Non
3183;58;33;60;2;1900;2;Non;Non
3184;44;17;12;3;670;2;Non;Non
3185;39;15;141;2;8000;1;Non;Non
3186;35;10;128;1;3800;1;Non;Non
3187;41;16;98;3;1000;1;Non;Non
3188;43;18;41;1;500;3;Non;Non
3189;55;25;90;2;4500;3;Non;Non
3190;32;6;31;1;300;1;Non;Non
3191;56;26;74;1;3000;3;Non;Non
3192;30;5;83;4;1800;3;Non;Non
3193;65;39;35;1;500;3;Non;Non
3194;31;7;140;1;4000;1;Non;Non
3195;41;15;65;3;500;3;Non;Non
3196;55;29;35;3;1400;1;Non;Non
3197;37;7;73;4;1800;3;Non;Non
3198;34;10;29;1;1500;2;Non;Non
3199;34;9;55;4;2000;2;Non;Non
3200;33;9;20;4;700;2;Non;Non
3201;48;23;70;1;2800;2;Non;Non
3202;28;3;81;4;200;1;Non;Non
3203;30;4;25;2;300;1;Non;Non
3204;44;20;119;2;7500;1;Non;Non
3205;61;35;49;4;1700;2;Non;Non
3206;59;33;38;1;1400;1;Non;Non
3207;33;7;80;2;1500;3;Non;Non
3208;56;32;84;1;4300;1;Non;Non
3209;53;29;61;4;1600;2;Non;Non
3210;42;16;173;2;1500;2;Oui;Oui
3211;43;19;60;2;2500;1;Non;Non
3212;35;9;83;2;4500;3;Non;Non
3213;61;35;59;1;2800;2;Non;Non
3214;39;9;32;3;2000;3;Non;Non
3215;61;37;33;3;100;3;Non;Non
3216;40;15;19;4;200;3;Non;Non
3217;34;8;14;4;300;1;Non;Non
3218;65;39;94;4;4100;1;Oui;Oui
3219;40;16;154;2;6100;1;Non;Non
3220;39;15;33;1;2000;2;Non;Non
3221;61;35;28;2;200;3;Non;Non
3222;40;16;44;1;1800;1;Non;Non
3223;49;23;81;2;800;3;Non;Non
3224;43;18;29;1;500;3;Non;Non
3225;45;21;58;3;300;3;Non;Non
3226;52;28;38;4;900;2;Non;Non
3227;32;8;82;3;1500;1;Non;Non
3228;31;7;18;1;400;3;Non;Non
3229;27;2;45;2;1700;2;Non;Non
3230;33;9;64;4;3400;1;Non;Non
3231;65;40;48;3;2400;1;Non;Non
3232;62;37;24;1;300;3;Non;Non
3233;55;25;65;4;2000;3;Non;Non
3235;37;12;114;3;600;2;Non;Non
3236;60;35;39;2;1600;3;Non;Non
3237;44;14;19;1;750;3;Non;Non
3238;35;9;22;3;100;2;Oui;Non
3239;52;28;49;4;1100;2;Non;Non
3240;30;4;40;1;300;1;Non;Non
3241;62;36;63;1;1600;1;Non;Non
3242;41;15;55;1;2800;1;Non;Non
3243;38;14;33;1;2000;2;Non;Non
3244;52;26;31;4;1500;3;Non;Non
3245;48;24;24;4;200;1;Non;Non
3246;47;22;81;4;3600;3;Non;Non
3247;41;17;81;1;800;2;Non;Non
3248;44;20;113;2;3300;1;Non;Non
3249;31;6;92;2;3300;1;Non;Non
3250;50;25;81;1;1200;1;Non;Non
3251;36;11;101;3;1200;3;Non;Non
3252;52;26;78;3;3000;2;Non;Non
3254;55;30;35;1;1500;2;Non;Non
3255;61;37;9;2;300;3;Non;Non
3256;34;7;82;4;2000;2;Non;Non
3257;34;9;41;1;2500;3;Non;Non
3258;59;35;84;1;1800;3;Non;Non
3259;41;17;42;4;2200;2;Non;Non
3260;33;8;54;3;2300;1;Non;Non
3262;64;40;131;1;3800;1;Non;Non
3263;44;19;85;2;3800;3;Non;Non
3264;32;8;84;4;3400;1;Non;Non
3265;67;41;114;4;2400;3;Non;Non
3266;40;14;61;3;500;3;Non;Non
3267;57;31;39;1;2200;3;Non;Non
3268;59;35;21;2;1000;1;Non;Non
3269;43;17;111;4;5400;3;Non;Oui
3270;58;34;68;2;2800;1;Non;Non
3271;50;23;179;4;3600;2;Non;Oui
3272;52;27;93;4;4100;2;Non;Oui
3273;35;9;85;2;1800;1;Non;Non
3274;40;15;180;1;4100;1;Non;Non
3275;31;5;110;2;1500;3;Non;Non
3276;32;8;65;1;1200;1;Non;Non
3277;55;31;159;1;3900;3;Non;Oui
3278;43;19;81;2;3200;1;Non;Non
3279;31;6;132;1;3800;1;Non;Non
3280;26;-1;44;1;2000;2;Non;Non
3281;58;33;98;1;2600;1;Non;Non
3282;51;25;62;2;1500;2;Non;Non
3283;45;21;91;1;4700;1;Non;Non
3284;56;30;29;4;700;2;Non;Non
3285;25;-1;101;4;2100;3;Non;Non
3286;38;13;65;3;700;2;Non;Non
3287;62;36;58;1;2800;2;Non;Non
3288;39;13;32;2;800;3;Non;Non
3289;56;30;140;4;500;1;Non;Oui
3290;50;25;44;1;300;1;Non;Non
3291;52;27;113;1;100;3;Non;Non
3292;53;28;38;1;1300;2;Non;Non
3293;25;-1;13;4;400;1;Non;Non
3294;44;20;62;2;2500;1;Non;Non
3295;42;12;29;3;2000;3;Non;Non
3296;42;16;141;3;4000;2;Non;Oui
3297;63;37;132;1;4400;2;Non;Oui
3298;57;32;23;1;300;3;Non;Non
3299;56;32;11;2;300;1;Non;Non
3300;60;34;90;4;1900;2;Non;Non
3301;62;38;43;1;1900;2;Non;Non
3302;48;22;59;4;2600;1;Non;Non
3303;37;11;28;2;800;3;Non;Non
3304;55;29;28;2;700;2;Non;Non
3305;42;17;108;3;1000;1;Non;Non
